"","word","n"
"1","belgium",2
"2","internship",2
"3","position",2
"4","time",2
"5","10",1
"6","ago",1
"7","ceo",1
"8","china",1
"9","countries",1
"10","couple",1
"11","decided",1
"12","degree",1
"13","depends",1
"14","european",1
"15","happen",1
"16","jersey",1
"17","limited",1
"18","masters",1
"19","mexican",1
"20","nights",1
"21","nope",1
"22","offers",1
"23","restaurant",1
"24","term",1
"25","uhm",1
"26","waitress",1
"27","worry",1
